0.1457889947,0.6115537353,0.825438666
0.1695481065,0.5956440845,0.8323888318
0.172003438,0.6048880093,0.8440877724
0.1062751631,0.6486269645,0.8249110627
0.1229537848,0.6260179993,0.8157480223
0.169379,0.6690961635,0.8358974905
0.1828999905,0.6738152467,0.8432178405
0.1690164571,0.6494329934,0.8666019698
0.2447228967,0.7028976219,0.9398849059
0.360832834,0.8363276704,1.1392452467
0.1593302285,0.7242848088,0.888222891
0.015159994,0.6935403203,0.7775510023
0.1775110532,0.7437936649,0.9259282515
0.1702022456,0.7434513697,0.9478036179
0.1664713742,0.746690228,0.9661120124
0.1673772658,0.7545549022,0.9797650321
0.1784606302,0.7725968748,0.9832445533
0.160771303,0.7618758535,1.0155214671
0.1287888803,0.7151396843,0.883221811
0.1485744324,0.7418809607,0.8780185232
0.1398296994,0.7400428213,0.9012470476
0.6100115753,0.7616558472,1.3315506485
0.1109755234,0.8218363123,0.9572577647
0.082294093,0.7632432455,0.8211251734
0.1558935342,0.8393270444,1.0366154463
0.1718872521,0.8709804196,1.0099804698
0.1524966036,0.8938676928,0.9993467871
0.1102030796,0.8585136943,1.0562314148
0.1500835528,0.905319585,1.0309173908
0.1249012363,0.88705407,1.0706530879
0.1557989021,0.9248736557,1.0543246868
0.1587844473,0.934803078,1.065959823
0.1276079331,0.9105338101,1.1116851176
0.3659655207,0.6820985518,1.0007397695
0.3178541997,0.6409042582,1.0634248419
0.3486300288,0.6785797237,1.0471915044
0.0538035454,0.6884507035,0.7839712089
0.2339968855,0.8889202637,1.2506481939
0.2556273819,0.8883471273,1.2130217049
0.2898555996,0.9074935586,1.3662463036
0.3732722784,0.9401194552,1.3404843511
0.3335476325,0.9072721485,1.3947151147
0.3541536053,0.9348177665,1.3887524975
0.3775289134,0.965087864,1.3799317433
0.3522182906,0.9466656964,1.4197894315
0.3820638648,0.9834029168,1.4045036067
-0.0738904457,0.8315008239,0.8670455225
-0.0694326445,0.8428052979,0.877162467
-0.0416291133,0.8774593451,0.8639480091
-0.0504331269,0.87550586,0.8873473327
0.5698441785,0.6526294602,1.2682565223
0.2447015592,1.0700668008,1.2919885075
0.2596175871,1.091824283,1.2916619697
0.2820570269,1.1211075609,1.2838235452
0.2840471009,1.1299314675,1.2964196314
0.2799089491,1.1326171112,1.315129056
0.2983816693,1.1579193646,1.3112464625
-0.1816349571,0.7094147009,0.5443232323
-0.177526749,0.7203562508,0.5548064126
-0.1739760485,0.7307268051,0.5658250616
-0.2188956128,0.6926326023,0.6253325699
-0.1857552434,0.7325941931,0.6067781834
-0.1680823411,0.7570756284,0.6036710638
-0.1180852625,0.8138860986,0.5682571588
0.5442895145,0.4497277513,0.9195615569
0.3825673474,1.11431754,1.4732633764
0.3211009417,1.1592971905,1.3939248801
0.2311606546,1.1607369421,1.3693151055
0.3108998928,1.1794810971,1.5153022998
0.3045681254,1.1799622716,1.536213835
0.3091559501,1.1913231605,1.5461277785
0.2917928012,1.1807827272,1.5781064682
0.291845325,1.187643774,1.5926466159
0.3145138841,1.217092828,1.5845182017
0.4424445206,0.553380785,1.0284146745
0.4308921993,0.5486190013,1.0545463983
0.4415562475,0.5660661237,1.0584534708
0.4524648162,0.5837719696,1.0621543626
0.4223395806,0.5604030338,1.1068088194
0.0183794622,0.5224446541,0.6704644402
0.2399315748,1.1147328154,1.4730729962
0.2641975452,1.1933358276,1.5546791987
0.2957817634,1.218608346,1.5958279145
0.2448078929,1.1135271813,1.4455119875
0.4257444345,1.1767158878,1.5852970311
0.2873992874,1.2337665643,1.4745977339
0.3377035814,1.2644561525,1.5392184892
0.3413614879,1.2748307937,1.5501427527
0.3502220387,1.2904030549,1.5558619313
0.332946627,1.2798426614,1.5877327985
0.3262374166,1.2798502896,1.6090500368
0.3299618072,1.2902532027,1.6198589567
0.3260393796,1.2930355168,1.6383804607
0.21784296,0.4835850572,0.7057493894
0.2013128907,0.4737532164,0.7368737713
0.2004013284,0.4795317003,0.7523707138
0.2250483097,0.5108473624,0.7422714515
0.3889061735,0.8384286558,1.247710769
0.1931181582,1.2695929431,1.4343033655
0.5001216781,1.2584190516,1.7438388837
0.484735308,1.2896089844,1.8648523676
0.2894973281,1.2664202142,1.6097641233
0.3127249432,1.3742476831,1.80159821
0.2699337351,1.2209004047,1.5840215767
0.1945121938,1.275386765,1.6214358762
0.2665780435,1.3370153485,1.7380027511
0.3231728699,1.3381034708,1.7355388302
0.2855347572,1.1514547419,1.5753012823
0.4837427339,1.3331883713,1.7805804567
0.7783244215,1.1908087104,1.8763986193
0.3677574231,1.3460268492,1.7330899638
0.4682258666,1.3450060975,1.7753611819
0.4499130441,1.456304509,1.8750577852
0.6576644053,1.0386256859,1.7078244434
0.510273037,1.4179568715,1.9790969013
0.5783827748,1.3346494368,1.9584371848
0.3434289297,1.2018847088,1.5879960166
0.3054923915,1.3409415168,1.8154066802
0.3343381973,1.3763717811,1.8011437896
0.3711392802,1.419752148,1.7789245297
0.3524023087,1.4075873347,1.8122379567
0.3890322926,1.4507888216,1.7901934704
0.3861783144,1.454500902,1.8076314237
0.3591587807,1.4340437162,1.8492373161
0.3563813613,0.3369095181,0.6544547478
0.3058677489,0.2929634299,0.719543372
0.3593154736,0.3529638219,0.6806484562
0.4058352978,1.0828908181,1.6554545311
0.4208398992,1.1044347692,1.6550419028
0.3729278036,1.5624977138,1.9861002899
-0.0641476875,0.9070888091,1.0270469593
0.312317887,1.4540781029,1.744908946
0.3188836955,1.4216049214,1.8106623229
0.3783829946,1.5313288507,2.0711766764
0.3220129719,1.3835279672,1.7114706622
0.3225825873,1.5489554421,1.9849083952
0.4436924137,1.4315344661,1.9133330658
0.3804098875,1.4654671592,2.023617927
0.520755791,1.4850181806,2.0806960086
0.581437127,1.4937298597,2.1187118297
