0,-1.0471975511966,1.83259571459405,0.785398163397448
0.005,-1.04719755066704,1.83259571478877,0.785398162865978
0.01,-1.04719754696354,1.83259571615061,0.785398159149076
0.015,-1.04719753692088,1.83259571984346,0.785398149070074
0.02,-1.04719751738336,1.83259572702772,0.785398129461862
0.025,-1.0471974852048,1.8325957388603,0.785398097166869
0.03,-1.04719743724852,1.8325957564946,0.785398049037064
0.035,-1.04719737038732,1.83259578108054,0.785397981933938
0.04,-1.04719728150348,1.83259581376455,0.7853978927285
0.045,-1.04719716748876,1.83259585568956,0.785397778301266
0.05,-1.04719702524437,1.83259590799505,0.785397635542247
0.055,-1.04719685168098,1.83259597181699,0.785397461350946
0.06,-1.0471966437187,1.83259604828788,0.78539725263634
0.065,-1.04719639828705,1.83259613853676,0.785397006316881
0.07,-1.04719611232498,1.83259624368917,0.785396719320476
0.075,-1.04719578278086,1.8325963648672,0.785396388584486
0.08,-1.04719540661245,1.83259650318947,0.785396011055714
0.085,-1.04719498078688,1.83259665977112,0.785395583690395
0.09,-1.04719450228068,1.83259683572385,0.785395103454186
0.095,-1.04719396807974,1.83259703215587,0.785394567322161
0.1,-1.0471933751793,1.83259725017196,0.785393972278799
0.105,-1.04719272058395,1.8325974908734,0.785393315317974
0.11,-1.0471920013076,1.83259775535806,0.785392593442947
0.115,-1.0471912143735,1.83259804472032,0.78539180366636
0.12,-1.04719035681421,1.83259836005111,0.78539094301022
0.125,-1.04718942567157,1.83259870243794,0.785390008505899
0.13,-1.04718841799674,1.83259907296482,0.785388997194117
0.135,-1.04718733085013,1.83259947271234,0.785387906124937
0.14,-1.04718616130143,1.83259990275765,0.785386732357756
0.145,-1.04718490642958,1.83260036417441,0.785385472961297
0.15,-1.04718356332279,1.83260085803288,0.785384125013595
0.155,-1.04718212907845,1.83260138539985,0.785382685601997
0.16,-1.04718060080323,1.83260194733866,0.785381151823143
0.165,-1.04717897561296,1.83260254490922,0.785379520782967
0.17,-1.04717725063271,1.832603179168,0.78537778959668
0.175,-1.0471754229967,1.83260385116801,0.785375955388767
0.18,-1.04717348984835,1.83260456195882,0.785374015292976
0.185,-1.04717144834024,1.83260531258657,0.785371966452308
0.19,-1.04716929563408,1.83260610409396,0.785369806019011
0.195,-1.04716702890075,1.83260693752022,0.785367531154569
0.2,-1.04716464532024,1.83260781390117,0.785365139029697
0.205,-1.04716214208165,1.83260873426919,0.785362626824327
0.21,-1.0471595163832,1.83260969965319,0.785359991727604
0.215,-1.0471567654322,1.83261071107867,0.785357230937874
0.22,-1.04715388644502,1.83261176956768,0.785354341662678
0.225,-1.04715087664712,1.83261287613881,0.785351321118743
0.23,-1.04714773327301,1.83261403180724,0.785348166531972
0.235,-1.04714445356623,1.83261523758469,0.785344875137437
0.24,-1.04714103477936,1.83261649447944,0.785341444179371
0.245,-1.04713747417401,1.83261780349634,0.785337870911156
0.25,-1.04713376902077,1.83261916563679,0.785334152595319
0.255,-1.04712991659925,1.83262058189875,0.785330286503522
0.26,-1.04712591419803,1.83262205327673,0.78532626991655
0.265,-1.04712175911466,1.8326235807618,0.78532210012431
0.27,-1.04711744865563,1.8326251653416,0.785317774425815
0.275,-1.04711298013641,1.83262680800031,0.785313290129182
0.28,-1.04710835088136,1.83262850971866,0.785308644551617
0.285,-1.0471035582238,1.83263027147395,0.785303835019414
0.29,-1.04709859950592,1.83263209424003,0.785298858867939
0.295,-1.04709347207883,1.8326339789873,0.78529371344163
0.3,-1.04708817330249,1.8326359266827,0.785288396093981
0.305,-1.04708270054577,1.83263793828974,0.785282904187538
0.31,-1.04707705118635,1.83264001476847,0.785277235093891
0.315,-1.04707122261079,1.83264215707549,0.785271386193661
0.32,-1.04706521221446,1.83264436616395,0.7852653548765
0.325,-1.04705901740154,1.83264664298353,0.785259138541075
